host_guid,host_taxon,host_collection,host_group,parasite_record_count,parasite_taxon_count,latitude,longitude,mappable,min_year,max_year,host_url
MSB:Mamm:123998,,MSB:Mamm,Mammal,1,1,38.069998,-110.840665,True,2001.0,2001.0,https://arctos.database.museum/guid/MSB:Mamm:123998
MSB:Mamm:123999,,MSB:Mamm,Mammal,1,1,38.069998,-110.840665,True,2001.0,2001.0,https://arctos.database.museum/guid/MSB:Mamm:123999
MSB:Mamm:138480,,MSB:Mamm,Mammal,1,1,62.0,149.5,True,1979.0,1979.0,https://arctos.database.museum/guid/MSB:Mamm:138480
MSB:Mamm:138739,,MSB:Mamm,Mammal,1,1,46.8525,-113.9625,True,1948.0,1948.0,https://arctos.database.museum/guid/MSB:Mamm:138739
MSB:Mamm:140212,,MSB:Mamm,Mammal,1,1,33.9588,-109.5014,True,1981.0,1981.0,https://arctos.database.museum/guid/MSB:Mamm:140212
MSB:Mamm:140213,,MSB:Mamm,Mammal,2,2,33.9588,-109.5014,True,1981.0,1981.0,https://arctos.database.museum/guid/MSB:Mamm:140213
MSB:Host:6072,Microtus oeconomus,MSB:Host,Host collection,1,1,63.776138,-171.719525,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:6072
MSB:Mamm:140219,,MSB:Mamm,Mammal,1,1,,,False,1982.0,1982.0,https://arctos.database.museum/guid/MSB:Mamm:140219
MSB:Mamm:140220,,MSB:Mamm,Mammal,1,1,,,False,1982.0,1982.0,https://arctos.database.museum/guid/MSB:Mamm:140220
MSB:Mamm:140867,,MSB:Mamm,Mammal,1,1,34.02417,-107.12972,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:140867
MSB:Mamm:196617,,MSB:Mamm,Mammal,1,1,36.63975,-105.6896333333,True,2007.0,2007.0,https://arctos.database.museum/guid/MSB:Mamm:196617
MSB:Mamm:198461,,MSB:Mamm,Mammal,1,1,33.8345166667,-109.0344833333,True,2008.0,2008.0,https://arctos.database.museum/guid/MSB:Mamm:198461
MSB:Mamm:199686,,MSB:Mamm,Mammal,1,1,35.81611,-105.67877,True,2009.0,2009.0,https://arctos.database.museum/guid/MSB:Mamm:199686
MSB:Mamm:230567,,MSB:Mamm,Mammal,2,2,44.97016,-113.60138,True,2010.0,2010.0,https://arctos.database.museum/guid/MSB:Mamm:230567
MSB:Mamm:230608,,MSB:Mamm,Mammal,1,1,44.97924,-113.46894,True,2010.0,2010.0,https://arctos.database.museum/guid/MSB:Mamm:230608
MSB:Mamm:100243,,MSB:Mamm,Mammal,1,1,37.522602,-109.544496,True,1968.0,1968.0,https://arctos.database.museum/guid/MSB:Mamm:100243
MSB:Mamm:101711,,MSB:Mamm,Mammal,1,1,38.49902,-107.450839,True,1963.0,1963.0,https://arctos.database.museum/guid/MSB:Mamm:101711
MSB:Host:6073,Microtus oeconomus,MSB:Host,Host collection,1,1,63.776138,-171.719525,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:6073
MSB:Mamm:102924,Tamias minimus consobrinus,MSB:Mamm,Mammal,2,2,39.8899462,-105.9156009,True,1976.0,1976.0,https://arctos.database.museum/guid/MSB:Mamm:102924
MSB:Mamm:103030,,MSB:Mamm,Mammal,1,1,40.073119,-108.316283,True,1976.0,1976.0,https://arctos.database.museum/guid/MSB:Mamm:103030
MSB:Mamm:103170,,MSB:Mamm,Mammal,1,1,37.587894,-104.871756,True,1977.0,1977.0,https://arctos.database.museum/guid/MSB:Mamm:103170
MSB:Mamm:144875,Tamias sibiricus,MSB:Mamm,Mammal,3,2,61.84720000000001,147.662,True,2004.0,2004.0,https://arctos.database.museum/guid/MSB:Mamm:144875
MSB:Mamm:155402,,MSB:Mamm,Mammal,1,1,41.6785,-118.7543,True,2007.0,2007.0,https://arctos.database.museum/guid/MSB:Mamm:155402
MSB:Mamm:155404,,MSB:Mamm,Mammal,1,1,41.6785,-118.7543,True,2007.0,2007.0,https://arctos.database.museum/guid/MSB:Mamm:155404
MSB:Mamm:156919,,MSB:Mamm,Mammal,1,1,36.6403,-105.6894,True,2007.0,2007.0,https://arctos.database.museum/guid/MSB:Mamm:156919
MSB:Mamm:157152,,MSB:Mamm,Mammal,1,1,35.2272166667,-108.1380333333,True,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:157152
MSB:Mamm:191914,,MSB:Mamm,Mammal,1,1,37.91111,-119.25694,True,1924.0,1924.0,https://arctos.database.museum/guid/MSB:Mamm:191914
MSB:Mamm:191918,,MSB:Mamm,Mammal,1,1,37.622699,-118.982546,True,1924.0,1924.0,https://arctos.database.museum/guid/MSB:Mamm:191918
MSB:Host:6074,Microtus oeconomus,MSB:Host,Host collection,1,1,63.776138,-171.719525,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:6074
MSB:Mamm:191920,,MSB:Mamm,Mammal,1,1,32.931564,-105.711368,True,1962.0,1962.0,https://arctos.database.museum/guid/MSB:Mamm:191920
MSB:Mamm:191921,,MSB:Mamm,Mammal,1,1,32.95083,-105.843646,True,1973.0,1973.0,https://arctos.database.museum/guid/MSB:Mamm:191921
MSB:Mamm:103605,,MSB:Mamm,Mammal,1,1,40.788019,-108.738167,True,1976.0,1976.0,https://arctos.database.museum/guid/MSB:Mamm:103605
MSB:Mamm:104260,,MSB:Mamm,Mammal,1,1,37.624786,-108.301995,True,1978.0,1978.0,https://arctos.database.museum/guid/MSB:Mamm:104260
MSB:Mamm:104487,,MSB:Mamm,Mammal,1,1,37.472449,-108.534088,True,1979.0,1979.0,https://arctos.database.museum/guid/MSB:Mamm:104487
MSB:Mamm:224838,,MSB:Mamm,Mammal,1,1,45.2788,-113.364,True,2010.0,2010.0,https://arctos.database.museum/guid/MSB:Mamm:224838
MSB:Mamm:225555,,MSB:Mamm,Mammal,1,1,44.1675,-115.5633,True,2010.0,2010.0,https://arctos.database.museum/guid/MSB:Mamm:225555
MSB:Mamm:225676,,MSB:Mamm,Mammal,1,1,44.1675,-115.5633,True,2010.0,2010.0,https://arctos.database.museum/guid/MSB:Mamm:225676
MSB:Mamm:227184,,MSB:Mamm,Mammal,1,1,39.2375,-114.6892,True,2010.0,2010.0,https://arctos.database.museum/guid/MSB:Mamm:227184
MSB:Mamm:227219,,MSB:Mamm,Mammal,1,1,39.2375,-114.6892,True,2010.0,2010.0,https://arctos.database.museum/guid/MSB:Mamm:227219
MSB:Host:6075,Microtus oeconomus,MSB:Host,Host collection,1,1,63.776138,-171.719525,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:6075
MSB:Mamm:233540,Tamias amoenus,MSB:Mamm,Mammal,4,4,44.6074,-117.7111,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233540
MSB:Mamm:233557,Tamias amoenus,MSB:Mamm,Mammal,2,2,44.6074,-117.7111,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233557
MSB:Mamm:191922,,MSB:Mamm,Mammal,1,1,33.9167194,-109.11063,True,1953.0,1953.0,https://arctos.database.museum/guid/MSB:Mamm:191922
MSB:Mamm:191923,,MSB:Mamm,Mammal,1,1,33.930229,-109.0749979,True,1959.0,1959.0,https://arctos.database.museum/guid/MSB:Mamm:191923
MSB:Mamm:191927,,MSB:Mamm,Mammal,1,1,34.10299,-110.99144,True,1942.0,1942.0,https://arctos.database.museum/guid/MSB:Mamm:191927
MSB:Mamm:191928,,MSB:Mamm,Mammal,1,1,34.10299,-110.99144,True,1942.0,1942.0,https://arctos.database.museum/guid/MSB:Mamm:191928
MSB:Mamm:191931,,MSB:Mamm,Mammal,1,1,35.32583,-111.67722,True,1963.0,1963.0,https://arctos.database.museum/guid/MSB:Mamm:191931
MSB:Mamm:191952,,MSB:Mamm,Mammal,1,1,33.6350201,-109.323967,True,1969.0,1969.0,https://arctos.database.museum/guid/MSB:Mamm:191952
MSB:Mamm:191954,,MSB:Mamm,Mammal,1,1,,,False,1957.0,1957.0,https://arctos.database.museum/guid/MSB:Mamm:191954
MSB:Mamm:191956,,MSB:Mamm,Mammal,1,1,31.88301,-109.20574,True,1957.0,1957.0,https://arctos.database.museum/guid/MSB:Mamm:191956
MSB:Host:4999,Microtus oeconomus,MSB:Host,Host collection,1,1,63.77972,-171.74111,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:4999
MSB:Mamm:191957,,MSB:Mamm,Mammal,1,1,31.88301,-109.20574,True,1957.0,1957.0,https://arctos.database.museum/guid/MSB:Mamm:191957
MSB:Mamm:191959,,MSB:Mamm,Mammal,1,1,31.88301,-109.20574,True,1957.0,1957.0,https://arctos.database.museum/guid/MSB:Mamm:191959
MSB:Mamm:233567,Tamias minimus grisescens,MSB:Mamm,Mammal,2,2,47.3863,-119.8273,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233567
MSB:Mamm:233570,Tamias minimus,MSB:Mamm,Mammal,3,3,47.3863,-119.8273,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233570
MSB:Mamm:233587,,MSB:Mamm,Mammal,3,2,42.741099999999996,-124.2428,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233587
MSB:Mamm:233631,,MSB:Mamm,Mammal,3,2,42.1259,-122.6707,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233631
MSB:Mamm:233634,Tamias amoenus,MSB:Mamm,Mammal,5,3,47.5989,-120.0904,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233634
MSB:Mamm:233636,Tamias townsendii,MSB:Mamm,Mammal,6,3,44.1772,-121.9131,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233636
MSB:Mamm:233645,,MSB:Mamm,Mammal,1,1,47.5989,-120.0904,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233645
MSB:Host:5017,Microtus oeconomus,MSB:Host,Host collection,1,1,63.77972,-171.74111,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:5017
DMNS:Mamm:12433,,DMNS:Mamm,Mammal,1,1,44.6074,-117.7111,True,2011.0,2011.0,https://arctos.database.museum/guid/DMNS:Mamm:12433
MSB:Mamm:233654,Tamias amoenus,MSB:Mamm,Mammal,4,4,44.6074,-117.7111,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:233654
MSB:Mamm:191963,,MSB:Mamm,Mammal,1,1,31.87154,-109.26174,True,1957.0,1957.0,https://arctos.database.museum/guid/MSB:Mamm:191963
MSB:Mamm:191964,,MSB:Mamm,Mammal,1,1,31.92016,-109.279778,True,1950.0,1950.0,https://arctos.database.museum/guid/MSB:Mamm:191964
MSB:Mamm:191966,,MSB:Mamm,Mammal,1,1,31.873179,-109.248694,True,1974.0,1974.0,https://arctos.database.museum/guid/MSB:Mamm:191966
MSB:Mamm:191972,,MSB:Mamm,Mammal,1,1,,,False,1953.0,1953.0,https://arctos.database.museum/guid/MSB:Mamm:191972
MSB:Mamm:191978,,MSB:Mamm,Mammal,1,1,35.96554,-111.94266,True,1954.0,1954.0,https://arctos.database.museum/guid/MSB:Mamm:191978
MSB:Mamm:191979,,MSB:Mamm,Mammal,1,1,35.96554,-111.94266,True,1954.0,1954.0,https://arctos.database.museum/guid/MSB:Mamm:191979
MSB:Mamm:191981,,MSB:Mamm,Mammal,1,1,35.96554,-111.94266,True,1954.0,1954.0,https://arctos.database.museum/guid/MSB:Mamm:191981
MSB:Mamm:191986,,MSB:Mamm,Mammal,1,1,35.98885,-112.02169,True,1953.0,1953.0,https://arctos.database.museum/guid/MSB:Mamm:191986
MSB:Mamm:191987,,MSB:Mamm,Mammal,1,1,35.98885,-112.02169,True,1953.0,1953.0,https://arctos.database.museum/guid/MSB:Mamm:191987
MSB:Host:5019,Microtus oeconomus,MSB:Host,Host collection,1,1,63.77972,-171.74111,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:5019
MSB:Mamm:191962,,MSB:Mamm,Mammal,1,1,31.88301,-109.20574,True,1957.0,1957.0,https://arctos.database.museum/guid/MSB:Mamm:191962
MSB:Mamm:248964,Tamias townsendii,MSB:Mamm,Mammal,4,3,,,False,2004.0,2004.0,https://arctos.database.museum/guid/MSB:Mamm:248964
MSB:Mamm:248977,,MSB:Mamm,Mammal,2,2,34.33705,-106.70425,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:248977
MSB:Mamm:248982,,MSB:Mamm,Mammal,1,1,33.419,-105.7043,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:248982
MSB:Mamm:248984,Tamias canipes,MSB:Mamm,Mammal,4,3,33.419,-105.7043,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:248984
MSB:Mamm:248986,,MSB:Mamm,Mammal,1,1,,,False,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:248986
MSB:Mamm:248999,Tamias townsendii,MSB:Mamm,Mammal,4,3,,,False,2004.0,2004.0,https://arctos.database.museum/guid/MSB:Mamm:248999
MSB:Mamm:249000,Tamias townsendii,MSB:Mamm,Mammal,3,3,,,False,2004.0,2004.0,https://arctos.database.museum/guid/MSB:Mamm:249000
MSB:Mamm:249001,Tamias townsendii,MSB:Mamm,Mammal,3,3,,,False,2004.0,2004.0,https://arctos.database.museum/guid/MSB:Mamm:249001
MSB:Host:5021,Microtus oeconomus,MSB:Host,Host collection,1,1,63.77972,-171.74111,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:5021
MSB:Mamm:248151,,MSB:Mamm,Mammal,1,1,47.3863,-119.8273,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:248151
MSB:Mamm:191992,,MSB:Mamm,Mammal,1,1,35.97498,-112.13489,True,1953.0,1953.0,https://arctos.database.museum/guid/MSB:Mamm:191992
MSB:Mamm:191994,,MSB:Mamm,Mammal,1,1,36.07719,-112.3655,True,1954.0,1954.0,https://arctos.database.museum/guid/MSB:Mamm:191994
MSB:Mamm:191995,,MSB:Mamm,Mammal,1,1,,,False,1954.0,1954.0,https://arctos.database.museum/guid/MSB:Mamm:191995
MSB:Mamm:191999,,MSB:Mamm,Mammal,1,1,35.29293,-112.26176,True,1966.0,1966.0,https://arctos.database.museum/guid/MSB:Mamm:191999
MSB:Mamm:192000,,MSB:Mamm,Mammal,1,1,35.29293,-112.26176,True,1966.0,1966.0,https://arctos.database.museum/guid/MSB:Mamm:192000
MSB:Mamm:192001,,MSB:Mamm,Mammal,1,1,35.29293,-112.26176,True,1966.0,1966.0,https://arctos.database.museum/guid/MSB:Mamm:192001
MSB:Mamm:192004,,MSB:Mamm,Mammal,1,1,34.85213,-110.942,True,1966.0,1966.0,https://arctos.database.museum/guid/MSB:Mamm:192004
MSB:Mamm:192006,,MSB:Mamm,Mammal,1,1,34.85213,-110.942,True,1966.0,1966.0,https://arctos.database.museum/guid/MSB:Mamm:192006
MSB:Mamm:192009,,MSB:Mamm,Mammal,1,1,34.85213,-110.942,True,1966.0,1966.0,https://arctos.database.museum/guid/MSB:Mamm:192009
MSB:Host:5023,Microtus oeconomus,MSB:Host,Host collection,1,1,63.77972,-171.74111,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:5023
MSB:Mamm:249014,Tamias canipes,MSB:Mamm,Mammal,6,4,33.419,-105.7043,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:249014
MSB:Mamm:249969,Tamias townsendii,MSB:Mamm,Mammal,6,5,,,False,2007.0,2007.0,https://arctos.database.museum/guid/MSB:Mamm:249969
MSB:Mamm:249972,Tamias minimus,MSB:Mamm,Mammal,3,3,35.2149,-106.4083,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:249972
MSB:Mamm:249973,Tamias minimus,MSB:Mamm,Mammal,3,2,35.2149,-106.4083,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:249973
MSB:Mamm:249974,,MSB:Mamm,Mammal,1,1,43.6112521144,-121.7458619304,True,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:249974
MSB:Mamm:249979,Tamias amoenus,MSB:Mamm,Mammal,3,3,43.6112521144,-121.7458619304,True,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:249979
MSB:Mamm:249980,,MSB:Mamm,Mammal,1,1,43.6112521144,-121.7458619304,True,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:249980
MSB:Mamm:249981,,MSB:Mamm,Mammal,1,1,43.6112521144,-121.7458619304,True,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:249981
MSB:Mamm:249012,,MSB:Mamm,Mammal,1,1,33.419,-105.7043,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:249012
MSB:Host:5024,Microtus oeconomus,MSB:Host,Host collection,1,1,63.77972,-171.74111,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:5024
MSB:Mamm:116707,,MSB:Mamm,Mammal,2,2,38.480633,-111.460878,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:116707
MSB:Mamm:118409,Tamias rufus,MSB:Mamm,Mammal,2,2,37.607433,-110.029148,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:118409
MSB:Mamm:118472,,MSB:Mamm,Mammal,1,1,37.615642,-110.011538,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:118472
MSB:Mamm:118473,,MSB:Mamm,Mammal,1,1,37.615642,-110.011538,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:118473
MSB:Mamm:118512,,MSB:Mamm,Mammal,1,1,37.610427,-110.015246,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:118512
MSB:Mamm:118542,,MSB:Mamm,Mammal,1,1,37.5863846,-110.0056544,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:118542
MSB:Mamm:118557,,MSB:Mamm,Mammal,1,1,37.610837,-110.004846,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:118557
MSB:Mamm:118558,,MSB:Mamm,Mammal,1,1,37.610837,-110.004846,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:118558
MSB:Mamm:118560,,MSB:Mamm,Mammal,1,1,37.610837,-110.004846,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:118560
MSB:Host:5025,Microtus oeconomus,MSB:Host,Host collection,1,1,63.77972,-171.74111,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:5025
MSB:Mamm:192019,,MSB:Mamm,Mammal,1,1,33.718223,-111.255645,True,1953.0,1953.0,https://arctos.database.museum/guid/MSB:Mamm:192019
MSB:Mamm:192022,,MSB:Mamm,Mammal,1,1,32.7215,-109.9676,True,1952.0,1952.0,https://arctos.database.museum/guid/MSB:Mamm:192022
MSB:Mamm:192024,,MSB:Mamm,Mammal,1,1,32.7215,-109.9505,True,1952.0,1952.0,https://arctos.database.museum/guid/MSB:Mamm:192024
MSB:Mamm:192026,,MSB:Mamm,Mammal,1,1,32.7038,-109.9192,True,1952.0,1952.0,https://arctos.database.museum/guid/MSB:Mamm:192026
MSB:Mamm:192028,,MSB:Mamm,Mammal,1,1,32.7056,-109.9098,True,1952.0,1952.0,https://arctos.database.museum/guid/MSB:Mamm:192028
MSB:Mamm:192033,,MSB:Mamm,Mammal,1,1,32.6676,-109.877,True,1951.0,1951.0,https://arctos.database.museum/guid/MSB:Mamm:192033
MSB:Mamm:192041,,MSB:Mamm,Mammal,2,2,32.6534,-109.8645,True,1951.0,1951.0,https://arctos.database.museum/guid/MSB:Mamm:192041
MSB:Mamm:192046,,MSB:Mamm,Mammal,1,1,34.900007,-113.884113,True,1955.0,1955.0,https://arctos.database.museum/guid/MSB:Mamm:192046
MSB:Mamm:249984,,MSB:Mamm,Mammal,1,1,43.6112521144,-121.7458619304,True,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:249984
MSB:Host:5026,Microtus oeconomus,MSB:Host,Host collection,1,1,63.77972,-171.74111,True,1956.0,1956.0,https://arctos.database.museum/guid/MSB:Host:5026
MSB:Mamm:249985,,MSB:Mamm,Mammal,1,1,,,False,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:249985
MSB:Mamm:249986,,MSB:Mamm,Mammal,1,1,,,False,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:249986
MSB:Mamm:249988,,MSB:Mamm,Mammal,1,1,,,False,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:249988
MSB:Mamm:249989,,MSB:Mamm,Mammal,3,2,35.90235,-106.71593333330001,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:249989
MSB:Mamm:249991,,MSB:Mamm,Mammal,3,3,35.8972666667,-106.6637666667,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:249991
MSB:Mamm:250115,,MSB:Mamm,Mammal,1,1,,,False,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:250115
MSB:Mamm:250116,,MSB:Mamm,Mammal,1,1,,,False,2006.0,2006.0,https://arctos.database.museum/guid/MSB:Mamm:250116
MSB:Mamm:259302,,MSB:Mamm,Mammal,1,1,39.3455166667,-123.5631,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:259302
MSB:Mamm:259308,,MSB:Mamm,Mammal,3,2,39.3457833333,-123.56326666670002,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:259308
MSB:Mamm:119000,,MSB:Mamm,Mammal,1,1,37.19709,-108.537803,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:119000
MSB:Host:6775,Smelt,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:6775
MSB:Mamm:119048,,MSB:Mamm,Mammal,1,1,,,False,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:119048
MSB:Mamm:119998,,MSB:Mamm,Mammal,1,1,38.913174,-108.494052,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:119998
MSB:Mamm:120018,,MSB:Mamm,Mammal,1,1,37.850123,-110.6619526393,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120018
MSB:Mamm:120375,,MSB:Mamm,Mammal,1,1,43.732884,-103.842642,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120375
MSB:Mamm:120377,,MSB:Mamm,Mammal,1,1,43.732884,-103.842642,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120377
MSB:Mamm:120381,,MSB:Mamm,Mammal,1,1,43.732884,-103.842642,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120381
MSB:Mamm:120383,,MSB:Mamm,Mammal,1,1,43.732884,-103.842642,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120383
MSB:Mamm:120385,,MSB:Mamm,Mammal,1,1,43.732884,-103.842642,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120385
MSB:Mamm:192055,,MSB:Mamm,Mammal,1,1,35.088872,-113.890629,True,1973.0,1973.0,https://arctos.database.museum/guid/MSB:Mamm:192055
MSB:Mamm:192057,,MSB:Mamm,Mammal,1,1,35.044386,-113.876304,True,1977.0,1977.0,https://arctos.database.museum/guid/MSB:Mamm:192057
MSB:Host:6776,Smelt,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:6776
MSB:Mamm:192059,,MSB:Mamm,Mammal,1,1,34.971857,-113.876304,True,1977.0,1977.0,https://arctos.database.museum/guid/MSB:Mamm:192059
MSB:Mamm:192060,,MSB:Mamm,Mammal,1,1,34.971857,-113.876304,True,1977.0,1977.0,https://arctos.database.museum/guid/MSB:Mamm:192060
MSB:Mamm:192063,,MSB:Mamm,Mammal,1,1,34.6180396,-111.8543205,True,1965.0,1965.0,https://arctos.database.museum/guid/MSB:Mamm:192063
MSB:Mamm:192064,,MSB:Mamm,Mammal,1,1,35.1080198,-112.8774414,True,1966.0,1966.0,https://arctos.database.museum/guid/MSB:Mamm:192064
MSB:Mamm:192066,,MSB:Mamm,Mammal,2,2,34.456709,-112.442709,True,1972.0,1972.0,https://arctos.database.museum/guid/MSB:Mamm:192066
MSB:Mamm:192070,Tamias dorsalis dorsalis,MSB:Mamm,Mammal,2,2,32.7794762,-108.2749023,True,1914.0,1914.0,https://arctos.database.museum/guid/MSB:Mamm:192070
MSB:Mamm:259341,Tamias speciosus,MSB:Mamm,Mammal,3,2,39.6221,-120.4884833333,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:259341
MSB:Mamm:259349,,MSB:Mamm,Mammal,1,1,39.6146166667,-120.4939833333,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:259349
MSB:Mamm:259354,,MSB:Mamm,Mammal,1,1,39.25805,-120.21075,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:259354
MSB:Host:6777,Smelt,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:6777
MSB:Mamm:262521,,MSB:Mamm,Mammal,1,1,33.5610333333,-108.71685,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:262521
MSB:Mamm:262529,,MSB:Mamm,Mammal,2,2,33.5620666667,-108.7118,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:262529
MSB:Mamm:262537,,MSB:Mamm,Mammal,2,2,33.5585,-108.7193,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:262537
MSB:Mamm:262540,,MSB:Mamm,Mammal,2,2,33.5614333333,-108.7141,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:262540
MSB:Mamm:264027,,MSB:Mamm,Mammal,1,1,46.7191,-115.2343,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Mamm:264027
MSB:Mamm:264105,Tamias minimus,MSB:Mamm,Mammal,3,2,36.02261,-106.84364,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:264105
MSB:Mamm:259329,,MSB:Mamm,Mammal,1,1,39.6155666667,-120.4929,True,2012.0,2012.0,https://arctos.database.museum/guid/MSB:Mamm:259329
MSB:Mamm:120386,Tamias minimus silvaticus,MSB:Mamm,Mammal,2,2,43.732884,-103.842642,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120386
MSB:Mamm:120413,,MSB:Mamm,Mammal,1,1,43.736365,-103.825473,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120413
MSB:Mamm:120423,,MSB:Mamm,Mammal,1,1,43.738669,-103.824177,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120423
MSB:Host:6778,Smelt,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:6778
MSB:Mamm:120424,,MSB:Mamm,Mammal,1,1,43.738669,-103.824177,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120424
MSB:Mamm:120443,,MSB:Mamm,Mammal,1,1,43.721998,-103.83288,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120443
MSB:Mamm:120465,,MSB:Mamm,Mammal,1,1,43.735028,-103.826261,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120465
MSB:Mamm:120469,,MSB:Mamm,Mammal,1,1,43.725688,-103.816288,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120469
MSB:Mamm:120486,,MSB:Mamm,Mammal,1,1,43.727351,-103.835903,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120486
MSB:Mamm:120497,,MSB:Mamm,Mammal,1,1,43.737065,-103.83925,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:120497
