parasite_guid,parasite_name,parasite_genus,parasite_species,date,year,host_guid,host_taxon,host_collection,host_group,host_sex,host_age,location_in_host,parasite_life_stage,parasite_sex,individual_count,experimental,parasite_url,host_url,latitude,longitude,mappable
MSB:Para:1,Paranoplocephala nearctica,Paranoplocephala,Paranoplocephala nearctica,23 Jul 2002,2002.0,UAM:Mamm:78325,Myodes rutilus,UAM:Mamm,Mammal,,,,,,,,https://arctos.database.museum/guid/MSB:Para:1,https://arctos.database.museum/guid/UAM:Mamm:78325,67.4531111111,-150.8500277778,True
MSB:Para:10,Paranoplocephala nearctica,Paranoplocephala,Paranoplocephala nearctica,19 Jun 2003,2003.0,MSB:Mamm:158066,Myodes rutilus,MSB:Mamm,Mammal,,,,,,,,https://arctos.database.museum/guid/MSB:Para:10,https://arctos.database.museum/guid/MSB:Mamm:158066,58.0535,-129.8856388889,True
MSB:Para:1000,Taenia,Taenia,,24 Feb 51,,MSB:Host:845,,MSB:Host,Host collection,,,,,,,,https://arctos.database.museum/guid/MSB:Para:1000,https://arctos.database.museum/guid/MSB:Host:845,63.694167,-170.478889,True
MSB:Para:10000,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1991, season 2, trapnight 2",1991.0,MSB:Mamm:67638,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10000,https://arctos.database.museum/guid/MSB:Mamm:67638,34.418171,-107.029218,True
MSB:Para:10001,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 1, trapnight 1",1992.0,MSB:Mamm:71314,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10001,https://arctos.database.museum/guid/MSB:Mamm:71314,34.29136,-106.935975,True
MSB:Para:10002,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 1, trapnight 1",1992.0,MSB:Mamm:79884,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10002,https://arctos.database.museum/guid/MSB:Mamm:79884,34.418171,-107.029218,True
MSB:Para:10003,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1998, season 1, trapnight 1",1998.0,MSB:Mamm:261619,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10003,https://arctos.database.museum/guid/MSB:Mamm:261619,34.334181,-106.739406,True
MSB:Para:10004,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1998, season 1, trapnight 1",1998.0,MSB:Mamm:261620,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10004,https://arctos.database.museum/guid/MSB:Mamm:261620,34.334181,-106.739406,True
MSB:Para:10005,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1998, season 1, trapnight 2",1998.0,MSB:Mamm:261633,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10005,https://arctos.database.museum/guid/MSB:Mamm:261633,34.331126,-106.732365,True
MSB:Para:10006,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1998, season 1, trapnight 3",1998.0,MSB:Mamm:260958,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10006,https://arctos.database.museum/guid/MSB:Mamm:260958,34.288474,-106.904267,True
MSB:Para:10007,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1998, season 3, trapnight 3",1998.0,MSB:Mamm:261245,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10007,https://arctos.database.museum/guid/MSB:Mamm:261245,34.334181,-106.739406,True
MSB:Para:10008,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1991, season 2, trapnight 1",1991.0,MSB:Mamm:259768,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10008,https://arctos.database.museum/guid/MSB:Mamm:259768,34.418171,-107.029218,True
MSB:Para:10009,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 1, trapnight 1",1994.0,MSB:Mamm:69834,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10009,https://arctos.database.museum/guid/MSB:Mamm:69834,34.288474,-106.904267,True
MSB:Para:1001,Taenia,Taenia,,5 Dec 50,,MSB:Host:854,,MSB:Host,Host collection,,,,,,,,https://arctos.database.museum/guid/MSB:Para:1001,https://arctos.database.museum/guid/MSB:Host:854,63.779601,-171.740277,True
MSB:Para:10010,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 1, trapnight 1",1994.0,MSB:Mamm:69714,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10010,https://arctos.database.museum/guid/MSB:Mamm:69714,34.334181,-106.739406,True
MSB:Para:10011,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 1, trapnight 1",1994.0,MSB:Mamm:69664,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10011,https://arctos.database.museum/guid/MSB:Mamm:69664,34.334181,-106.739406,True
MSB:Para:10012,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 1, trapnight 2",1994.0,MSB:Mamm:79434,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10012,https://arctos.database.museum/guid/MSB:Mamm:79434,34.331126,-106.732365,True
MSB:Para:10013,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 1, trapnight 2",1994.0,MSB:Mamm:69666,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10013,https://arctos.database.museum/guid/MSB:Mamm:69666,34.331126,-106.732365,True
MSB:Para:10014,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 1, trapnight 2",1994.0,MSB:Mamm:79433,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10014,https://arctos.database.museum/guid/MSB:Mamm:79433,34.334181,-106.739406,True
MSB:Para:10015,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1997, season 3, trapnight 1",1997.0,MSB:Mamm:140711,Dipodomys merriami,MSB:Mamm,Mammal,male,,,,female,,,https://arctos.database.museum/guid/MSB:Para:10015,https://arctos.database.museum/guid/MSB:Mamm:140711,34.334181,-106.739406,True
MSB:Para:10016,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1998, season 1, trapnight 1",1998.0,MSB:Mamm:99186,Dipodomys merriami,MSB:Mamm,Mammal,male,,,,female,,,https://arctos.database.museum/guid/MSB:Para:10016,https://arctos.database.museum/guid/MSB:Mamm:99186,34.288474,-106.904267,True
MSB:Para:10017,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1998, season 1, trapnight 1",1998.0,MSB:Mamm:261657,Dipodomys merriami,MSB:Mamm,Mammal,male,,,,male,,,https://arctos.database.museum/guid/MSB:Para:10017,https://arctos.database.museum/guid/MSB:Mamm:261657,34.288474,-106.904267,True
MSB:Para:10018,Raillietina bakeri,Raillietina,Raillietina bakeri,"1998, season 3, trapnight 1",1998.0,MSB:Mamm:261377,Neotoma albigula,MSB:Mamm,Mammal,male,,small intestine,,,,,https://arctos.database.museum/guid/MSB:Para:10018,https://arctos.database.museum/guid/MSB:Mamm:261377,34.29136,-106.935975,True
MSB:Para:10019,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 1, trapnight 1",1992.0,MSB:Mamm:71219,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10019,https://arctos.database.museum/guid/MSB:Mamm:71219,34.334181,-106.739406,True
MSB:Para:10020,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 1, trapnight 2",1992.0,MSB:Mamm:69816,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10020,https://arctos.database.museum/guid/MSB:Mamm:69816,34.288474,-106.904267,True
MSB:Para:10021,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 1, trapnight 2",1992.0,MSB:Mamm:71053,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10021,https://arctos.database.museum/guid/MSB:Mamm:71053,34.288474,-106.904267,True
MSB:Para:10022,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 1, trapnight 2",1992.0,MSB:Mamm:71685,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10022,https://arctos.database.museum/guid/MSB:Mamm:71685,34.418171,-107.029218,True
MSB:Para:10023,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 1, trapnight 3",1992.0,MSB:Mamm:81031,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10023,https://arctos.database.museum/guid/MSB:Mamm:81031,34.295043,-106.923831,True
MSB:Para:10024,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 1",1992.0,MSB:Mamm:71241,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10024,https://arctos.database.museum/guid/MSB:Mamm:71241,34.331126,-106.732365,True
MSB:Para:10025,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 2",1992.0,MSB:Mamm:79446,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10025,https://arctos.database.museum/guid/MSB:Mamm:79446,34.288474,-106.904267,True
MSB:Para:10026,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1995, season 1, trapnight 1",1995.0,MSB:Mamm:85443,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10026,https://arctos.database.museum/guid/MSB:Mamm:85443,34.29136,-106.935975,True
MSB:Para:10027,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1996, season 1, trapnight 1",1996.0,MSB:Mamm:85473,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10027,https://arctos.database.museum/guid/MSB:Mamm:85473,34.29136,-106.935975,True
MSB:Para:10028,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1991, season 2, trapnight 1",1991.0,MSB:Mamm:66451,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10028,https://arctos.database.museum/guid/MSB:Mamm:66451,34.288474,-106.904267,True
MSB:Para:10029,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1991, season 2, trapnight 1",1991.0,MSB:Mamm:66452,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10029,https://arctos.database.museum/guid/MSB:Mamm:66452,34.288474,-106.904267,True
MSB:Para:10030,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1991, season 2, trapnight 2",1991.0,MSB:Mamm:66454,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10030,https://arctos.database.museum/guid/MSB:Mamm:66454,34.288474,-106.904267,True
MSB:Para:10031,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 1, trapnight 2",1994.0,MSB:Mamm:69659,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10031,https://arctos.database.museum/guid/MSB:Mamm:69659,34.334181,-106.739406,True
MSB:Para:10032,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 1, trapnight 3",1994.0,MSB:Mamm:81363,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10032,https://arctos.database.museum/guid/MSB:Mamm:81363,34.294287,-106.931769,True
MSB:Para:10033,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 1, trapnight 3",1994.0,MSB:Mamm:79431,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10033,https://arctos.database.museum/guid/MSB:Mamm:79431,34.334181,-106.739406,True
MSB:Para:10034,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 3, trapnight 1",1994.0,MSB:Mamm:69842,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10034,https://arctos.database.museum/guid/MSB:Mamm:69842,34.295043,-106.923831,True
MSB:Para:10035,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 3, trapnight 1",1994.0,MSB:Mamm:81331,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10035,https://arctos.database.museum/guid/MSB:Mamm:81331,34.331126,-106.732365,True
MSB:Para:10036,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 3, trapnight 1",1994.0,MSB:Mamm:81333,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10036,https://arctos.database.museum/guid/MSB:Mamm:81333,34.331126,-106.732365,True
MSB:Para:10037,Raillietina loeweni,Raillietina,Raillietina loeweni,"1997, season 1, trapnight 1",1997.0,MSB:Mamm:259398,Dipodomys ordii,MSB:Mamm,Mammal,female,,small intestine,,,,,https://arctos.database.museum/guid/MSB:Para:10037,https://arctos.database.museum/guid/MSB:Mamm:259398,34.335185,-106.725265,True
MSB:Para:10038,Raillietina loeweni,Raillietina,Raillietina loeweni,"1993, season 1, trapnight 3",1993.0,MSB:Mamm:71394,Neotoma albigula,MSB:Mamm,Mammal,male,,small intestine,,,,,https://arctos.database.museum/guid/MSB:Para:10038,https://arctos.database.museum/guid/MSB:Mamm:71394,34.29136,-106.935975,True
MSB:Para:10039,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 1",1992.0,MSB:Mamm:71242,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10039,https://arctos.database.museum/guid/MSB:Mamm:71242,34.331126,-106.732365,True
MSB:Para:1004,Neopetasiger,Neopetasiger,,2011-08-03,2011.0,MSB:Host:21777,Helisoma trivolvis,MSB:Host,Host collection,,,,larva,,,,https://arctos.database.museum/guid/MSB:Para:1004,https://arctos.database.museum/guid/MSB:Host:21777,34.1371666667,-108.4918333333,True
MSB:Para:10040,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 1",1992.0,MSB:Mamm:71257,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10040,https://arctos.database.museum/guid/MSB:Mamm:71257,34.331126,-106.732365,True
MSB:Para:10041,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 1",1992.0,MSB:Mamm:71429,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10041,https://arctos.database.museum/guid/MSB:Mamm:71429,34.331126,-106.732365,True
MSB:Para:10042,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 1",1992.0,MSB:Mamm:71430,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10042,https://arctos.database.museum/guid/MSB:Mamm:71430,34.331126,-106.732365,True
MSB:Para:10043,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 1",1992.0,MSB:Mamm:79984,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10043,https://arctos.database.museum/guid/MSB:Mamm:79984,34.331126,-106.732365,True
MSB:Para:10044,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 1",1992.0,MSB:Mamm:71552,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10044,https://arctos.database.museum/guid/MSB:Mamm:71552,34.420524,-107.035359,True
MSB:Para:10045,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 1, trapnight 1",1990.0,MSB:Mamm:66399,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10045,https://arctos.database.museum/guid/MSB:Mamm:66399,34.288474,-106.904267,True
MSB:Para:10046,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 1, trapnight 1",1990.0,MSB:Mamm:66401,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10046,https://arctos.database.museum/guid/MSB:Mamm:66401,34.288474,-106.904267,True
MSB:Para:10047,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 1, trapnight 1",1990.0,MSB:Mamm:66402,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10047,https://arctos.database.museum/guid/MSB:Mamm:66402,34.288474,-106.904267,True
MSB:Para:10048,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 1, trapnight 1",1990.0,MSB:Mamm:63612,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10048,https://arctos.database.museum/guid/MSB:Mamm:63612,34.304801,-106.613816,True
MSB:Para:10049,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 1, trapnight 2",1990.0,MSB:Mamm:64281,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10049,https://arctos.database.museum/guid/MSB:Mamm:64281,34.331126,-106.732365,True
MSB:Para:1005,Dipylidium caninum,Dipylidium,Dipylidium caninum,17-Feb-1996,1996.0,MSB:Mamm:142647,,MSB:Mamm,Mammal,,,intestine,,,,,https://arctos.database.museum/guid/MSB:Para:1005,https://arctos.database.museum/guid/MSB:Mamm:142647,33.0830555556,-103.6241666667,True
MSB:Para:10050,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 1, trapnight 2",1990.0,MSB:Mamm:67675,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10050,https://arctos.database.museum/guid/MSB:Mamm:67675,34.331126,-106.732365,True
MSB:Para:10051,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 3, trapnight 1",1994.0,MSB:Mamm:81263,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10051,https://arctos.database.museum/guid/MSB:Mamm:81263,34.420524,-107.035359,True
MSB:Para:10052,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 3, trapnight 1",1994.0,MSB:Mamm:69848,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10052,https://arctos.database.museum/guid/MSB:Mamm:69848,34.288474,-106.904267,True
MSB:Para:10053,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 3, trapnight 1",1994.0,MSB:Mamm:81371,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10053,https://arctos.database.museum/guid/MSB:Mamm:81371,34.29136,-106.935975,True
MSB:Para:10054,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 3, trapnight 1",1994.0,MSB:Mamm:81336,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10054,https://arctos.database.museum/guid/MSB:Mamm:81336,34.334181,-106.739406,True
MSB:Para:10055,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 3, trapnight 2",1994.0,MSB:Mamm:81260,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10055,https://arctos.database.museum/guid/MSB:Mamm:81260,34.331126,-106.732365,True
MSB:Para:10056,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1994, season 3, trapnight 2",1994.0,MSB:Mamm:81339,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10056,https://arctos.database.museum/guid/MSB:Mamm:81339,34.334181,-106.739406,True
MSB:Para:10057,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 1",1992.0,MSB:Mamm:79031,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10057,https://arctos.database.museum/guid/MSB:Mamm:79031,34.418171,-107.029218,True
MSB:Para:10058,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 1",1992.0,MSB:Mamm:71244,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10058,https://arctos.database.museum/guid/MSB:Mamm:71244,34.334181,-106.739406,True
MSB:Para:10059,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 2",1992.0,MSB:Mamm:71281,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10059,https://arctos.database.museum/guid/MSB:Mamm:71281,34.331126,-106.732365,True
MSB:Para:1006,Mesocestoides variabilis,Mesocestoides,Mesocestoides variabilis,17-Feb-1996,1996.0,MSB:Mamm:142647,,MSB:Mamm,Mammal,,,intestine,,,,,https://arctos.database.museum/guid/MSB:Para:1006,https://arctos.database.museum/guid/MSB:Mamm:142647,33.0830555556,-103.6241666667,True
MSB:Para:10060,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 2",1992.0,MSB:Mamm:71282,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10060,https://arctos.database.museum/guid/MSB:Mamm:71282,34.331126,-106.732365,True
MSB:Para:10061,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1992, season 2, trapnight 2",1992.0,MSB:Mamm:71318,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10061,https://arctos.database.museum/guid/MSB:Mamm:71318,34.29136,-106.935975,True
MSB:Para:10062,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1993, season 1, trapnight 1",1993.0,MSB:Mamm:79413,Dipodomys merriami,MSB:Mamm,Mammal,female,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10062,https://arctos.database.museum/guid/MSB:Mamm:79413,34.331126,-106.732365,True
MSB:Para:10063,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 1, trapnight 3",1990.0,MSB:Mamm:67567,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10063,https://arctos.database.museum/guid/MSB:Mamm:67567,34.294287,-106.931769,True
MSB:Para:10064,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 2, trapnight 1",1990.0,MSB:Mamm:65416,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10064,https://arctos.database.museum/guid/MSB:Mamm:65416,34.331126,-106.732365,True
MSB:Para:10065,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 2, trapnight 1",1990.0,MSB:Mamm:67568,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10065,https://arctos.database.museum/guid/MSB:Mamm:67568,34.294287,-106.931769,True
MSB:Para:10066,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 2, trapnight 1",1990.0,MSB:Mamm:67620,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10066,https://arctos.database.museum/guid/MSB:Mamm:67620,34.418171,-107.029218,True
MSB:Para:10067,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 2, trapnight 2",1990.0,MSB:Mamm:64299,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10067,https://arctos.database.museum/guid/MSB:Mamm:64299,34.331126,-106.732365,True
MSB:Para:10068,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1990, season 2, trapnight 2",1990.0,MSB:Mamm:65519,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10068,https://arctos.database.museum/guid/MSB:Mamm:65519,34.288474,-106.904267,True
MSB:Para:10069,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1995, season 1, trapnight 1",1995.0,MSB:Mamm:85254,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10069,https://arctos.database.museum/guid/MSB:Mamm:85254,34.295043,-106.923831,True
MSB:Para:1007,Toxocara canis,Toxocara,Toxocara canis,17-Feb-1996,1996.0,MSB:Mamm:142647,,MSB:Mamm,Mammal,,,intestine,,,,,https://arctos.database.museum/guid/MSB:Para:1007,https://arctos.database.museum/guid/MSB:Mamm:142647,33.0830555556,-103.6241666667,True
MSB:Para:10070,Pterygodermatites dipodomis,Pterygodermatites,Pterygodermatites dipodomis,"1995, season 1, trapnight 1",1995.0,MSB:Mamm:85263,Dipodomys merriami,MSB:Mamm,Mammal,male,,small intestine,,female,,,https://arctos.database.museum/guid/MSB:Para:10070,https://arctos.database.museum/guid/MSB:Mamm:85263,34.288474,-106.904267,True
