host_guid,host_species,host_genus,part_name,part_id,part_remark,preservation,condition,part_count,parsed_flea_count,parsed_mite_count,parsed_tick_count,parsed_louse_count,parsed_nematode_count,parsed_cestode_count,parsed_trematode_count
KSB:Mamm:994,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:994/PID32375271,ticks,ethanol 95%,good,1,,,,,,,
KSB:Mamm:994,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:994/PID32375272,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:994,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:994/PID32375273,nematode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:995,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:995/PID32375281,flea,ethanol 95%,good,1,,,,,,,
KSB:Mamm:996,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:996/PID32375289,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:996,Sigmodon hispidus,Sigmodon,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:996/PID32375290,cestode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:997,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:997/PID32375298,unknown amount of mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:997,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:997/PID32375299,1 cestode,ethanol 95%,good,1,,,,,,1.0,
KSB:Mamm:999,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:999/PID32375313,ticks,ethanol 95%,good,9,,,,,,,
KSB:Mamm:1000,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1000/PID32375321,unknown amount of fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1002,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1002/PID32375334,unknown amount of fleas and lice,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1022,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1022/PID32375429,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:1023,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1023/PID32375437,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:1024,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1024/PID32375445,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:1026,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1026/PID32375460,"includes 1 flea, 1 mite, and 2 lice",ethanol 95%,good,1,1.0,1.0,,2.0,,,
KSB:Mamm:1026,Sigmodon hispidus,Sigmodon,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1026/PID32375461,"includes nematode and cestode, located in the small intestine",ethanol 95%,good,1,,,,,,,
KSB:Mamm:1027,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1027/PID32375469,fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1030,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1030/PID32375486,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1031,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1031/PID32375494,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1032,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1032/PID32375502,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1033,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1033/PID32375510,fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1034,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1034/PID32375518,fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1035,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1035/PID32375531,fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1036,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1036/PID32375539,flease,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1037,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1037/PID32375547,mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1039,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1039/PID32375562,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1039,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1039/PID32375563,cestode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1040,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1040/PID32375571,mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1041,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1041/PID32375579,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1041,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1041/PID32375580,nematode and cestode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1042,Blarina hylophaga,Blarina,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1042/PID32375590,fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1042,Blarina hylophaga,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1042/PID32375591,nematode and trematode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1044,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1044/PID32375606,flea and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1044,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1044/PID32375607,2 ticks,ethanol 95%,good,1,,,2.0,,,,
KSB:Mamm:1044,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1044/PID32375608,1 cestode,ethanol 95%,good,1,,,,,,1.0,
KSB:Mamm:1045,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1045/PID32375616,mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1046,Reithrodontomys megalotis,Reithrodontomys,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1046/PID32375624,unknown amount of mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1047,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1047/PID32375632,unknown amount of mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1048,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1048/PID32375640,unknown amount of mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1048,Sigmodon hispidus,Sigmodon,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1048/PID32375641,nematode and cestode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1049,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1049/PID32375649,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1050,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1050/PID32375657,unknown amount of fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1050,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1050/PID32375658,unknown amount of ticks,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1052,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1052/PID32375668,3 fleas and unknown amount of mites,ethanol 95%,good,1,3.0,,,,,,
KSB:Mamm:1052,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1052/PID32375669,1 nematode and 1 cestode,ethanol 95%,good,1,,,,,1.0,1.0,
KSB:Mamm:1053,Reithrodontomys montanus,Reithrodontomys,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1053/PID32375677,unknown amount of mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1054,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1054/PID32375685,ticks,ethanol 90%,fair,3,,,,,,,
KSB:Mamm:1055,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1055/PID32375693,unknown amount of fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1055,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1055/PID32375694,4 ticks,ethanol 95%,good,1,,,4.0,,,,
KSB:Mamm:1055,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1055/PID32375695,1 cestode,ethanol 95%,good,1,,,,,,1.0,
KSB:Mamm:1056,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1056/PID32375703,unknown amount of fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1056,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1056/PID32375704,unknown amount of ticks,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1057,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1057/PID32375712,unknown amount of fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1058,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1058/PID32375720,unknown amount of mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1058,Sigmodon hispidus,Sigmodon,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1058/PID32375721,1 nematode,ethanol 95%,good,1,,,,,1.0,,
KSB:Mamm:1066,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1066/PID32375767,ticks,ethanol 90%,fair,2,,,,,,,
KSB:Mamm:1066,Didelphis virginiana,Didelphis,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1066/PID32375768,worm,ethanol 90%,fair,1,,,,,,,
KSB:Mamm:1077,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1077/PID32375803,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:1091,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1091/PID32375850,unknown amount of mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1102,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1102/PID32375892,unknown amount of fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1102,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1102/PID32375893,unknown amount of ticks,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1102,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1102/PID32375894,unknown amount of nematode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1111,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1111/PID32375918,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1113,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1113/PID32375928,flea and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1114,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1114/PID32375936,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:1115,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1115/PID32375944,fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1119,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1119/PID32375958,5 fleas and unknown amount of mites,ethanol 95%,good,1,5.0,,,,,,
KSB:Mamm:1119,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1119/PID32375959,2 ticks,ethanol 95%,good,1,,,2.0,,,,
KSB:Mamm:1119,Sigmodon hispidus,Sigmodon,cestode,https://arctos.database.museum/guid/KSB:Mamm:1119/PID32375960,1 cestode,ethanol 95%,good,1,,,,,,1.0,
KSB:Mamm:1119,Sigmodon hispidus,Sigmodon,nematode,https://arctos.database.museum/guid/KSB:Mamm:1119/PID32375961,nematode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1120,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1120/PID32375969,unknown amount of mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1120,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1120/PID32375970,1 cestode,ethanol 95%,good,1,,,,,,1.0,
KSB:Mamm:1121,Neotoma floridana,Neotoma,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1121/PID32375978,liver cyst,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1155,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1155/PID32460659,,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:1189,Blarina hylophaga,Blarina,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1189/PID32460805,eggs found on chest,ethanol 90%,poor,2,,,,,,,
KSB:Mamm:1191,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1191/PID32460820,tick,ethanol 90%,fair,1,,,,,,,
KSB:Mamm:1201,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1201/PID32460867,botfly on pelvis,ethanol 90%,fair,1,,,,,,,
KSB:Mamm:1250,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1250/PID32461183,botfly found on chest,ethanol 95%,fair,1,,,,,,,
KSB:Mamm:1257,Sciurus niger,Sciurus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1257/PID32461222,,ethanol 80%,good,6,,,,,,,
KSB:Mamm:1276,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1276/PID32461365,,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:1294,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1294/PID32461427,,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:1295,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1295/PID32461435,,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:1298,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1298/PID32461454,,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:1327,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1327/PID32486388,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1342,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1342/PID32486486,1 botfly,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1345,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1345/PID32486506,3 ticks,ethanol 95%,good,3,,,3.0,,,,
KSB:Mamm:1369,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1369/PID32486674,,ethanol 90%,poor,1,,,,,,,
KSB:Mamm:1396,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1396/PID32486858,,ethanol 90%,good,1,,,,,,,
KSB:Mamm:1397,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1397/PID32486866,,ethanol 90%,good,1,,,,,,,
KSB:Mamm:1414,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1414/PID32487019,,ethanol 80%,fair,1,,,,,,,
KSB:Mamm:1420,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1420/PID32487062,,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:1422,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1422/PID32487078,fleas and ticks,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1422,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1422/PID32487079,cestode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1425,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1425/PID32487099,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1473,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1473/PID32487429,,ethanol 95%,very good,4,,,,,,,
KSB:Mamm:1476,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1476/PID32487458,,ethanol 95%,very good,6,,,,,,,
KSB:Mamm:1494,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1494/PID32487583,,ethanol 80%,fair,1,,,,,,,
KSB:Mamm:1495,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1495/PID32487591,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1496,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1496/PID32487599,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1509,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1509/PID32487694,flea and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1509,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1509/PID32487695,nematode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:1566,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1566/PID32590355,"1 Flea, 2 Ticks",ethanol 100%,excellent,1,1.0,,2.0,,,,
KSB:Mamm:1574,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1574/PID32590394,6 Ticks,ethanol 100%,excellent,1,,,6.0,,,,
KSB:Mamm:1593,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1593/PID32590474,"2 fleas, 3 ticks",ethanol 100%,excellent,1,2.0,,3.0,,,,
KSB:Mamm:1613,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1613/PID32590561,1 tick,ethanol 100%,excellent,1,,,1.0,,,,
KSB:Mamm:1615,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1615/PID32590576,"1 flea, 3 ticks",ethanol 100%,excellent,1,1.0,,3.0,,,,
KSB:Mamm:1616,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1616/PID32590584,"1 tick, 5 fleas",ethanol 100%,excellent,1,5.0,,1.0,,,,
KSB:Mamm:1616,Neotoma floridana,Neotoma,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1616/PID32590585,4 cestodes in small intestine,ethanol 100%,excellent,1,,,,,,4.0,
KSB:Mamm:1617,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1617/PID32590593,"2 ticks, 1 flea",ethanol 100%,excellent,1,1.0,,2.0,,,,
KSB:Mamm:1618,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1618/PID32590601,2 ticks,ethanol 100%,excellent,1,,,2.0,,,,
KSB:Mamm:1619,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1619/PID32590609,1 tick,ethanol 100%,excellent,1,,,1.0,,,,
KSB:Mamm:1639,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1639/PID32590690,1 tick,ethanol 100%,excellent,1,,,1.0,,,,
KSB:Mamm:1640,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1640/PID32590701,5 fleas,ethanol 100%,excellent,1,5.0,,,,,,
KSB:Mamm:1687,Neotoma floridana,Neotoma,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1687/PID32590957,3 cestode in small intestine,ethanol 100%,excellent,1,,,,,,3.0,
KSB:Mamm:1693,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1693/PID32590985,3 Ticks,ethanol 100%,excellent,1,,,3.0,,,,
KSB:Mamm:1712,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1712/PID32591069,1 tick,ethanol 100%,excellent,1,,,1.0,,,,
KSB:Mamm:1714,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1714/PID32591081,"14 fleas, 6 ticks",ethanol 100%,excellent,1,14.0,,6.0,,,,
KSB:Mamm:1716,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1716/PID32591093,3 ticks,ethanol 100%,excellent,1,,,3.0,,,,
KSB:Mamm:1717,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1717/PID32591101,7 ticks,ethanol 100%,excellent,1,,,7.0,,,,
KSB:Mamm:1719,Neotoma floridana,Neotoma,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1719/PID32591114,3 cestodes in small intestine,ethanol 100%,excellent,1,,,,,,3.0,
KSB:Mamm:1719,Neotoma floridana,Neotoma,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1719/PID32591115,1 flea,ethanol 100%,excellent,1,1.0,,,,,,
KSB:Mamm:1721,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1721/PID32591127,1 tick,ethanol 100%,excellent,1,,,1.0,,,,
KSB:Mamm:1722,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1722/PID32591135,2 fleas,ethanol 100%,excellent,1,2.0,,,,,,
KSB:Mamm:1722,Neotoma floridana,Neotoma,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:1722/PID32591136,cestode,ethanol 100%,excellent,2,,,,,,,
KSB:Mamm:1724,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1724/PID32591148,4 ticks,ethanol 100%,excellent,1,,,4.0,,,,
KSB:Mamm:1729,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1729/PID32610624,"1 flea, 2 ticks",ethanol 100%,excellent,1,1.0,,2.0,,,,
KSB:Mamm:1733,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1733/PID32832034,1 Tick,ethanol 100%,excellent,1,,,1.0,,,,
KSB:Mamm:1734,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1734/PID32832057,4 Ticks,ethanol 100%,excellent,1,,,4.0,,,,
KSB:Mamm:1741,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1741/PID32832107,1 Flea,ethanol 100%,excellent,1,1.0,,,,,,
KSB:Mamm:1743,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1743/PID32832155,"1 Flea, 1 TIck",ethanol 100%,excellent,1,1.0,,1.0,,,,
KSB:Mamm:1757,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1757/PID32832215,2 Ticks,ethanol 100%,excellent,1,,,2.0,,,,
KSB:Mamm:1758,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1758/PID32832223,"1 Flea, 2 Tick",ethanol 100%,excellent,1,1.0,,2.0,,,,
KSB:Mamm:1789,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1789/PID32917454,"1 flea, 1 tick",ethanol 95%,unknown,1,1.0,,1.0,,,,
KSB:Mamm:1791,Sciurus niger,Sciurus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1791/PID32917471,flea and tick,ethanol 95%,unknown,1,,,,,,,
KSB:Mamm:1792,Peromyscus maniculatus,Peromyscus,nematode,https://arctos.database.museum/guid/KSB:Mamm:1792/PID32917480,1 nematode,ethanol 80%,unknown,1,,,,,1.0,,
KSB:Mamm:1794,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1794/PID32917499,2 ticks,ethanol 95%,unknown,1,,,2.0,,,,
KSB:Mamm:1795,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1795/PID32917508,3 ticks,ethanol 95%,unknown,1,,,3.0,,,,
KSB:Mamm:1797,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1797/PID32917525,2 ticks,ethanol 95%,unknown,1,,,2.0,,,,
KSB:Mamm:1798,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1798/PID32917535,2 ticks,ethanol 95%,unknown,1,,,2.0,,,,
KSB:Mamm:1799,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1799/PID32917544,2 tick,ethanol 95%,unknown,1,,,2.0,,,,
KSB:Mamm:1802,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1802/PID32917572,flea and tick,ethanol 95%,unknown,1,,,,,,,
KSB:Mamm:1802,Peromyscus leucopus,Peromyscus,cestode,https://arctos.database.museum/guid/KSB:Mamm:1802/PID32917573,3 cestodes found in liver,ethanol 80%,unknown,1,,,,,,3.0,
KSB:Mamm:1803,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1803/PID32917582,"1 flea, 1 tick",ethanol 95%,unknown,1,1.0,,1.0,,,,
KSB:Mamm:1804,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1804/PID32917591,flea and tick,ethanol 95%,unknown,1,,,,,,,
KSB:Mamm:1805,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:1805/PID32917600,2 ticks,ethanol 95%,unknown,1,,,2.0,,,,
